是否监控,红人链接,平台,是否出视频,红人名称,样品型号,红人编码,地区,负责人,红人粉丝数据,粉丝数据来源,粉丝数据更新时间,追踪优先级,追踪评分,追踪原因,追踪批次更新时间,url,url2,url3
是,"{""link"":""https://www.tiktok.com/@c.fialcovschi"",""text"":""https://www.tiktok.com/@c.fialcovschi""}",tiktok,是,c.fialcovschi,"yozma, yozmasport，in10",EU-Zoe-033,EU,Zoe,64300,,,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.tiktok.com/@c.fialcovschi/video/7648216243635227926"",""link"":""https://www.tiktok.com/@c.fialcovschi/video/7648216243635227926""}","{""text"":""https://www.tiktok.com/@c.fialcovschi/video/7648196883361434902"",""link"":""https://www.tiktok.com/@c.fialcovschi/video/7648196883361434902""}","{""text"":""https://www.tiktok.com/@c.fialcovschi/video/7647990695915015446"",""link"":""https://www.tiktok.com/@c.fialcovschi/video/7647990695915015446""}"
否,"{""link"":""https://www.youtube.com/@sansp.ami33"",""text"":""https://www.youtube.com/@sansp.ami33""}",youtube,,Sansp.ami33,"yozma, yozmasport，in10",EU-Zoe-005,EU,Zoe,65300,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.tiktok.com/@jonathan.marotta5"",""text"":""https://www.tiktok.com/@jonathan.marotta5""}",tiktok,否,27__johnny,"yozma, yozmasport，in10",US-Lexy-018,US,Lexy,1995,,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@revnsk8"",""text"":""https://www.tiktok.com/@revnsk8""}",tiktok,,revnsk8,"yozma, yozmasport，in10",US-Lexy-008,US,Lexy,383700,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.youtube.com/@Rosadoanthony/videos"",""text"":""https://www.youtube.com/@Rosadoanthony/videos""}",youtubevideo,否,rosadoanthony,"yozma, yozmasport，in10",US-Stefan-124,US,Stefan,224000,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.instagram.com/wavyymichelle/reels/"",""text"":""https://www.instagram.com/wavyymichelle/reels/""}",instagram,,wavyymichelle,"yozma, yozmasport，in10",US-Stefan-048,US,Stefan,180000,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.youtube.com/@zeeksteryt/shorts"",""text"":""https://www.youtube.com/@zeeksteryt/shorts""}",youtubeshort,是,zeekster,"yozma, yozmasport，in10",US-Stefan-047,US,Stefan,188000,,,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/shorts/oWyH7QsS6Jo"",""link"":""https://www.youtube.com/shorts/oWyH7QsS6Jo""}",,
否,"{""link"":""https://www.tiktok.com/@slapthatcatch1"",""text"":""https://www.tiktok.com/@slapthatcatch1""}",tiktok,,slapthatcatch,"yozma, yozmasport，in10",US-Lexy-010,US,Lexy,202700,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.tiktok.com/@notoriousdaves"",""text"":""https://www.tiktok.com/@notoriousdaves""}",tiktok,否,notoriousdaves,"yozma, yozmasport，in10",EU-Ryan-007,EU,Ryan,8277,,,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@Lithium_vision/shorts"",""text"":""https://www.youtube.com/@Lithium_vision/shorts""}",youtubeshort,是,lithium_vision,"yozma, yozmasport，in10",US-Stefan-015,US,Stefan,28300,,,,,,,"{""text"":""https://www.youtube.com/shorts/eYbYZ7mk5zA"",""link"":""https://www.youtube.com/shorts/eYbYZ7mk5zA""}","{""text"":""https://www.youtube.com/shorts/G9rAfbU6PwY"",""link"":""https://www.youtube.com/shorts/G9rAfbU6PwY""}","{""text"":""https://www.youtube.com/shorts/K0bHWXiFlR8"",""link"":""https://www.youtube.com/shorts/K0bHWXiFlR8""}"
是,"{""link"":""https://www.youtube.com/@teddyvrcoolkid/videos"",""text"":""https://www.youtube.com/@teddyvrcoolkid/videos""}",youtubevideo,是,teddyvrcoolkid,"yozma, yozmasport，in10",US-Ryan-005,US,Ryan,71600,,,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/watch?v=6fqJ3FBfBWg"",""link"":""https://www.youtube.com/watch?v=6fqJ3FBfBWg""}",,
否,"{""link"":""https://www.instagram.com/bikelifeseb/"",""text"":""https://www.instagram.com/bikelifeseb/""}",instagram,,bikelifeseb,"yozma, yozmasport，in10",US-Vivi-006,US,Vivi,29000,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.tiktok.com/search?q=drivenbyroyce&t=1780281065848"",""text"":""https://www.tiktok.com/search?q=drivenbyroyce&t=1780281065848""}",tiktok,否,drivenbyroyce,"yozma, yozmasport，in10",US-Ryan-052,US,Ryan,32000,营销总表,2026-06-07,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@simon.hillis"",""text"":""https://www.tiktok.com/@simon.hillis""}",tiktok,否,simon.hillis,"yozma, yozmasport，in10",CA-Ryan-001,CA,Ryan,12000,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.instagram.com/anajuliag"",""text"":""https://www.instagram.com/anajuliag""}",instagramreels,否,anajuliag,"yozma, yozmasport，in10",US-Ryan-043,US,Ryan,,,,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@Ultra_Graham/videos"",""text"":""https://www.youtube.com/@Ultra_Graham/videos""}",youtubevideo,否,ultragraham_,"yozma, yozmasport，in10",US-Nancy-025,US,Nancy,26000,营销总表,2026-06-07,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@onewaysyhir/videos"",""text"":""https://www.youtube.com/@onewaysyhir/videos""}",youtube,,oneway__syhir,"yozma, yozmasport，in10",US-Vivi-012,US,Vivi,26800,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.tiktok.com/@turronster.stark"",""text"":""https://www.tiktok.com/@turronster.stark""}",tiktok,,turronster.stark,"yozma, yozmasport，in10",US-Nancy-023,US,Nancy,26900,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.instagram.com/mmurmaider/"",""text"":""https://www.instagram.com/mmurmaider/""}",instagramreels,是,mmurmaider,"yozma, yozmasport，in10",EU-Lexy-001,EU,Lexy,188000,营销总表,2026-06-07,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,"{""text"":""https://www.instagram.com/p/DZXpB-FA5Ko/"",""link"":""https://www.instagram.com/p/DZXpB-FA5Ko/""}",,
是,"{""link"":""https://www.youtube.com/@TalonRides19/videos"",""text"":""https://www.youtube.com/@TalonRides19/videos""}",youtubevideo,否,TalonRides19,"yozma, yozmasport，in10",US-Ryan-053,US,Ryan,9720,,,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@kahz1u/shorts"",""text"":""https://www.youtube.com/@kahz1u/shorts""}",youtubeshort,否,Kahz1,"yozma, yozmasport，in10",EU-Zoe-040,EU,Zoe,46200,营销总表,2026-06-07,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.instagram.com/runplayback/"",""text"":""https://www.instagram.com/runplayback/""}",instagram,,RunPlayBack,"yozma, yozmasport，in10",US-Stefan-004,US,Stefan,57700,营销总表,2026-06-07,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@endoprysm6?lang=en"",""text"":""https://www.tiktok.com/@endoprysm6?lang=en""}",tiktok,否,ENDOPRYSM,"yozma, yozmasport，in10",US-Stefan-006,US,Stefan,28900,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.tiktok.com/@baum.outdoors14?lang=zh-Hans"",""text"":""https://www.tiktok.com/@baum.outdoors14?lang=zh-Hans""}",tiktok,,Baum Outdoors,"yozma, yozmasport，in10",US-Ryan-030,US,Ryan,270000,营销总表,2026-06-07,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@OnewayLilman/shorts"",""text"":""https://www.youtube.com/@OnewayLilman/shorts""}",youtube,否,oneway_lilman,"yozma, yozmasport，in10",US-Stefan-002,US,Stefan,1900000,,,,,,,,,
是,"{""link"":""https://www.tiktok.com/@bensoutdoorboys"",""text"":""https://www.tiktok.com/@bensoutdoorboys""}",tiktok,,Ben’s Outdoor Boys,"yozma, yozmasport，in10",US-Stefan-059,US,Stefan,67900,营销总表,2026-06-07,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@jd.stunts/videos"",""text"":""https://www.youtube.com/@jd.stunts/videos""}",youtubevideo,否,jd.stunts,"yozma, yozmasport，in10",UK-Ryan-004,UK,Ryan,29000,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.instagram.com/bikestar.chris/"",""text"":""https://www.instagram.com/bikestar.chris/""}",instagramreels,是,bikestar.chris,"yozma, yozmasport，in10",US-Stefan-045,US,Stefan,10800,营销总表,2026-06-07,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DY8JLYQvpYi/"",""link"":""https://www.instagram.com/p/DY8JLYQvpYi/""}","{""text"":""https://www.instagram.com/p/DYeglJfOIO1/"",""link"":""https://www.instagram.com/p/DYeglJfOIO1/""}","{""text"":""https://www.instagram.com/p/DYqESAIypNX/"",""link"":""https://www.instagram.com/p/DYqESAIypNX/""}"
是,"{""link"":""https://www.tiktok.com/@surronster"",""text"":""https://www.tiktok.com/@surronster""}",tiktok,否,Sur Ronster,"yozma, yozmasport，in10",US-Ryan-018,US,Ryan,3560000,营销总表,2026-06-07,P0 立刻追踪,150,正在出单；2026已上线但仍出单,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@theoliviamb"",""text"":""https://www.tiktok.com/@theoliviamb""}",tiktok,,theoliviamb,"yozma, yozmasport，in10",US-Stefan-132,US,Stefan,5500,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.youtube.com/@IVOP26/videos"",""text"":""https://www.youtube.com/@IVOP26/videos""}",youtubevideo,否,IVOP26,"yozma, yozmasport，in10",EU-Ryan-004,EU,Ryan,120000,,,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@barrynobles95/videos"",""text"":""https://www.youtube.com/@barrynobles95/videos""}",youtubevideo,否,Barry Nobles,"yozma, yozmasport，in10",US-Stefan-028,US,Stefan,187000,,,,,,,,,
否,"{""link"":""https://www.youtube.com/@Maddii.951/shorts"",""text"":""https://www.youtube.com/@Maddii.951/shorts""}",youtube,,maddi.951,"yozma, yozmasport，in10",US-Stefan-092,US,Stefan,6100,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.youtube.com/@MakeTheHoodSmile"",""text"":""https://www.youtube.com/@MakeTheHoodSmile""}",youtube,,makethehoodsmile,"yozma, yozmasport，in10",US-Stefan-041,US,Stefan,720000,营销总表,2026-06-07,P3 暂缓,35,当前本地未登记视频,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@raiguzman23/shorts"",""text"":""https://www.youtube.com/@raiguzman23/shorts""}",youtubeshort,否,raimundoguzman,"yozma, yozmasport，in10",CA-Ryan-005,CA,Ryan,986,,,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@titusnicholson00"",""text"":""https://www.youtube.com/@titusnicholson00""}",youtubevideo,否,titus_nicholson,"yozma, yozmasport，in10",US-Lexy-054,US,Lexy,33800,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/?_r=1&_t=ZT-91KydB0kHmv"",""text"":""https://www.tiktok.com/?_r=1&_t=ZT-91KydB0kHmv""}",tiktok,否,LT-FB,"yozma, yozmasport，in10",US-Stefan-087,US,Stefan,234500,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.youtube.com/@Izzdrzy/videos"",""text"":""https://www.youtube.com/@Izzdrzy/videos""}",youtubevideo,否,izzdrzy,"yozma, yozmasport，in10",US-Stefan-145,US,Stefan,1410,,,P0 立刻追踪,175,正在出单；2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@dylonshogo/shorts"",""text"":""https://www.youtube.com/@dylonshogo/shorts""}",youtubeshort,否,dylonn,"yozma, yozmasport，in10",US-Stefan-025,US,Stefan,89600,营销总表,2026-06-07,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@Q20.connor"",""text"":""https://www.youtube.com/@Q20.connor""}",youtube,,q20.connor,"yozma, yozmasport，in10",US-Vivi-008,US,Vivi,27400,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.youtube.com/@theragingitalianfan"",""text"":""https://www.youtube.com/@theragingitalianfan""}",youtubevideo,否,_theragingitalian,"yozma, yozmasport，in10",US-Lexy-076,US,Lexy,,,,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,
否,"{""link"":""https://www.instagram.com/etronnix/"",""text"":""https://www.instagram.com/etronnix/""}",instagram,,slapthatcatch,"yozma, yozmasport，in10",US-Lexy-010,US,Lexy,202700,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.youtube.com/@teamtalentless/videos"",""text"":""https://www.youtube.com/@teamtalentless/videos""}",youtube,,teamtalentless,"yozma, yozmasport，in10",US-Ryan-007,US,Ryan,28100,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.instagram.com/linkonleaverton/"",""text"":""https://www.instagram.com/linkonleaverton/""}",instagramreels,否,linkonleaverton,"yozma, yozmasport，in10",US-Lexy-068,US,Lexy,76000,营销总表,2026-06-07,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@-Jsky/videos"",""text"":""https://www.youtube.com/@-Jsky/videos""}",youtubevideo,否,Jsky,"yozma, yozmasport，in10",US-Ryan-014,US,Ryan,735000,,,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,
是,"{""link"":""https://www.instagram.com/xtom_cicos_tech_channel/"",""text"":""https://www.instagram.com/xtom_cicos_tech_channel/""}",instagramreels,是,XTOM CICOS - Tech,"yozma, yozmasport，in10",EU-Zoe-010,EU,Zoe,149000,营销总表,2026-06-07,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,"{""text"":""https://www.instagram.com/p/DX09Jx2oBhJ/"",""link"":""https://www.instagram.com/p/DX09Jx2oBhJ/""}","{""text"":""https://www.instagram.com/p/DXycOBioh2i/"",""link"":""https://www.instagram.com/p/DXycOBioh2i/""}",
否,"{""link"":""https://www.youtube.com/@RidersRevolution/videos"",""text"":""https://www.youtube.com/@RidersRevolution/videos""}",youtube,,Riders Revolution,"yozma, yozmasport，in10",US-Stefan-062,US,Stefan,10600,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.youtube.com/@kcsnipess/shorts"",""text"":""https://www.youtube.com/@kcsnipess/shorts""}",youtube,,Kyle Cregg,"yozma, yozmasport，in10",US-Stefan-096,US,Stefan,17600,营销总表,2026-06-07,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@VIBESWDAVID"",""text"":""https://www.youtube.com/@VIBESWDAVID""}",youtube,,vibewdavid,"yozma, yozmasport，in10",US-Stefan-093,US,Stefan,141000,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.instagram.com/bikerboyhenryy/"",""text"":""https://www.instagram.com/bikerboyhenryy/""}",instagram,,bikerboyhenryy,"yozma, yozmasport，in10",US-Stefan-102,US,Stefan,30700,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.instagram.com/hectorbuendiaa/"",""text"":""https://www.instagram.com/hectorbuendiaa/""}",instagramreels,是,hectorbuendiaa,"yozma, yozmasport，in10",US-Stefan-154,US,Stefan,101000,营销总表,2026-06-07,P0 立刻追踪,150,正在出单；2026已上线但仍出单,2026-06-07,"{""text"":""https://www.instagram.com/p/DYcsHBUoSy5/"",""link"":""https://www.instagram.com/p/DYcsHBUoSy5/""}","{""text"":""https://www.instagram.com/p/DYlZpuNIu_W/"",""link"":""https://www.instagram.com/p/DYlZpuNIu_W/""}",
否,"{""link"":""https://www.tiktok.com/@derekhallmanmx"",""text"":""https://www.tiktok.com/@derekhallmanmx""}",tiktok,否,Derek Hallman,"yozma, yozmasport，in10",US-Stefan-031,US,Stefan,755000,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.instagram.com/starlineworld.co/"",""text"":""https://www.instagram.com/starlineworld.co/""}",instagram,否,starlineworld.co,"yozma, yozmasport，in10",US-Stefan-079,US,Stefan,36600,营销总表,2026-06-07,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.instagram.com/oneway_lilman/"",""text"":""https://www.instagram.com/oneway_lilman/""}",instagramreels,是,oneway_lilman,"yozma, yozmasport，in10",US-Stefan-002,US,Stefan,1000000,营销总表,2026-06-07,,,,,"{""text"":""https://www.instagram.com/p/DY2lexRpKM7/"",""link"":""https://www.instagram.com/p/DY2lexRpKM7/""}","{""text"":""https://www.instagram.com/p/DYs20CYpAlN/"",""link"":""https://www.instagram.com/p/DYs20CYpAlN/""}","{""text"":""https://www.instagram.com/p/DYdDw3OJhTA/"",""link"":""https://www.instagram.com/p/DYdDw3OJhTA/""}"
是,"{""link"":""https://www.tiktok.com/@starlineworld.co"",""text"":""https://www.tiktok.com/@starlineworld.co""}",tiktok,,starlineworld.co,"yozma, yozmasport，in10",US-Stefan-079,US,Stefan,36600,营销总表,2026-06-07,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@oscarthenug2"",""text"":""https://www.tiktok.com/@oscarthenug2""}",tiktok,否,oscarthenug2,"yozma, yozmasport，in10",US-Lexy-051,US,Lexy,510100,营销总表,2026-06-07,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@filippo__22/shorts"",""text"":""https://www.youtube.com/@filippo__22/shorts""}",youtubeshort,是,Filippo22,"yozma, yozmasport，in10",EU-Zoe-014,EU,Zoe,79400,,,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,"{""text"":""https://www.youtube.com/shorts/ZcRmz0k9JqU"",""link"":""https://www.youtube.com/shorts/ZcRmz0k9JqU""}","{""text"":""https://www.youtube.com/shorts/BNMhkgyV-t8"",""link"":""https://www.youtube.com/shorts/BNMhkgyV-t8""}",
是,"{""link"":""https://www.youtube.com/@breakitbetter/shorts"",""text"":""https://www.youtube.com/@breakitbetter/shorts""}",youtubeshort,否,nate_breakitbetter,"yozma, yozmasport，in10",US-Lexy-074,US,Lexy,261000,营销总表,2026-06-07,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@zeeksteryt/shorts"",""text"":""https://www.youtube.com/@zeeksteryt/shorts""}",youtube,,zeekster,"yozma, yozmasport，in10",US-Stefan-047,US,Stefan,188000,营销总表,2026-06-07,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@lbx.dev"",""text"":""https://www.tiktok.com/@lbx.dev""}",tiktok,,lbx.dev,"yozma, yozmasport，in10",US-Nancy-022,US,Nancy,13400,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.youtube.com/@RampedRacing/shorts"",""text"":""https://www.youtube.com/@RampedRacing/shorts""}",youtubeshort,否,rampedracing,"yozma, yozmasport，in10",US-Lexy-046,US,Lexy,74,,,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.instagram.com/lbxspitz/"",""text"":""https://www.instagram.com/lbxspitz/""}",instagramreels,是,lbxspitz,"yozma, yozmasport，in10",US-Lexy-043,US,Lexy,5600,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DY_AEJSsh6W/"",""link"":""https://www.instagram.com/p/DY_AEJSsh6W/""}","{""text"":""https://www.instagram.com/p/DY0wXtsMJWN/"",""link"":""https://www.instagram.com/p/DY0wXtsMJWN/""}","{""text"":""https://www.instagram.com/p/DZHDrd0OGBx/"",""link"":""https://www.instagram.com/p/DZHDrd0OGBx/""}"
